label,melody
1,0 1 2 155 11 66 79 31 30 74 65 27 14 69 65 31 15 74 65 27 33 90 65 25 24 90 65 31 20 34 79 31 26 71 92 31 0 1 71 79 31 28 78 92 31 7 66 79 27 29 78 92 9 30 74 92 31 14 66 35 25 15 66 79 31 33 69 79 25 18 66 35 31 20 71 92 31 26 69 35 31 0 1 66 80 25 7 60 149 31 29 69 80 13 30 90 35 25 14 66 92 25 15 69 35 31 33 74 79 25 20 68 79 27 20 60 65 27 26 71 63 25 0 1 66 79 31 7 66 65 25 29 71 63 25 37 78 65 31 11 68 63 31 30 90 12 25 14 69 42 31 15 90 51 31 33 90 51 9 0 28 90 42 31 7 66 12 25 29 90 42 46 30 74 43 25 14 69 73 25 15 66 59 31 33 90 59 89 0 7 66 59 27 29 66 57 27 29 66 54 27 10 68 57 27 10 68 54 27 37 68 70 27 37 68 57 27 11 68 54 27 11 68 70 27 30 68 57 27 30 68 54 27 30 68 70 31 14 68 70 27 14 60 54 27 32 60 57 27 32 60 59 27 32 60 54 27 15 60 57 27 15 60 59 27 33 60 73 27 33 60 57 27 33 60 59 27 18 60 73 27 18 68 43 27 24 68 59 27 24 68 73 27 24 68 43 27 20 68 51 27 20 68 59 27 26 68 73 27 26 68 43 27 26 68 42 27 26 68 51 27 0 1 68 73 27 1 68 43 31 1 68 51 27 28 68 42 27 28 68 12 27 28 68 43 27 28 68 51 27 7 68 42 27 7 68 12 27 7 68 63 27 7 68 51 27 29 68 42 27 29 68 12 27 29 68 63 27 10 68 51 27 10 68 42 27 10 68 12 27 37 68 63 27 37 68 12 27 11 68 65 27 11 68 12 27 11 68 63 27 30 68 65 27 30 68 79 112 24 69 79 31 26 71 79 89
1,0 1 75 153 15 41 65 9 18 41 63 9 20 41 12 113 0 14 41 79 9 15 41 65 6 18 41 63 105 0 32 16 35 6 33 41 79 9 24 41 65 88 26 41 35 23 0 29 41 92 9 37 16 35 25 30 41 79 23 33 34 79 25 24 4 65 6 20 34 63 95
1,0 1 175 196 28 34 92 31 7 60 92 31 29 68 92 31 30 90 38 27 32 4 38 31 15 16 38 27 33 69 38 27 26 90 8 201 0 30 90 8 9 15 60 63 25 33 78 8 9 20 60 92 25 26 69 86 95 0 30 78 86 9 15 66 8 25 33 68 86 31 20 69 36 25 26 68 92 95 0 29 66 92 25 11 71 86 6 30 90 8 25 15 69 8 25 20 34 92 97 0 7 66 80 31 29 34 80 6 15 16 91 31 33 68 91 25
1,0 1 2 87 1 52 42 27 28 52 17 77 10 2 87 30 16 42 6 14 2 87 32 16 12 23 18 2 87 18 4 42 31 24 16 12 6 26 16 22 6 0 1 2 87 28 4 79 6 10 2 87 10 34 17 31 37 16 79 25 30 41 35 6 14 2 87 32 16 35 6 33 16 36 6 18 2 87 24 16 36 6 26 16 80 13 0 1 2 87 29 16 80 6 10 2 87 37 16 36 6 30 4 35 6 14 2 87 32 60 79 23 18 2 87 18 16 12 25 24 16 22 6 26 16 79 6 0 1 2 87 28 16 22 6 29 16 35 6 10 2 87 37 16 35 61 14 2 87 18 2 87 20 16 35 27 20 41 79 27 26 19 8 27 26 52 22 27 0 1 2 87 1 21 12 27 1 52 42 27 28 52 17 77 10 2 87 30 16 42 6 14 2 87 32 16 12 23 18 2 87 18 4 42 31 24 16 12 6 26 16 22 6 0 1 2 87 28 4 79 6 10 2 87 10 34 17 31 37 16 79 25 30 41 35 6 14 2 87 32 16 35 6 33 16 36 6 18 2 87 24 16 36 6 26 16 80 13 0 1 2 87 29 4 44 31 10 2 87 10 16 73 31 37 34 44 25 30 16 44 31 14 2 87 14 4 73 31 32 16 73 6 33 41 43 6 18 2 87 24 4 42 6 26 4 12 6 0 1 2 87 28 4 22 58 10 2 87 14 2 87 33 16 73 13 24 4 43 13
1,0 1 75 87 28 34 79 13 28 34 79 13 28 60 17 108 10 4 12 13 10 4 12 13 30 16 42 6 30 16 42 6 32 60 17 61 32 60 17 61 32 60 17 61 0 28 16 73 13 28 16 73 13 10 34 43 13 10 34 43 13 30 4 17 31 30 4 17 31 32 21 42 9 32 41 43 113 32 41 43 113 32 60 43 113 26 4 43 13 0 32 60 42 122 32 68 54 46 32 68 54 46 24 34 44 6 24 34 44 6 26 34 44 61 26 34 44 61 0 30 19 73 31 30 19 73 31 14 19 43 31 14 19 43 31 32 52 187 13 32 60 12 154 32 60 73 46 32 60 73 46 24 21 42 25 20 41 12 88 20 41 12 88 0 37 60 42 64 32 115 17 46 32 115 17 46 32 34 17 46 24 19 42 6 24 19 42 6 26 16 17 46 26 16 17 46 0 29 60 54 46 29 60 54 46 30 21 44 6 30 21 44 6 32 41 42 154 32 21 54 6 32 21 54 6 33 60 44 6 33 60 44 6 24 16 73 6 24 16 73 6 26 52 44 61 26 52 44 61 0 30 19 73 6 30 19 73 6 32 41 73 105 32 19 50 13 32 19 50 13 18 4 50 13 18 4 50 13 26 16 50 6 26 16 50 6 0 28 16 50 13 28 16 50 13 10 68 70 13 10 68 70 13 37 41 42 46 30 52 50 31 30 52 50 31 14 41 70 31 14 41 70 31 32 19 187 154 32 41 12 61 32 68 54 118 32 68 54 118 0 30 52 54 31 30 52 54 31 14 56 70 31 14 56 70 31 32 52 205 119 32 34 73 122 32 60 50 13 32 60 50 13 18 60 50 13 18 60 50 13 26 16 50 6 26 16 50 6 0 28 16 50 13 28 16 50 13 29 34 82 13 29 34 82 13 30 4 82 6 30 4 82 6 32 52 189 119 32 60 43 109 32 41 82 6 32 41 82 6 33 16 48 6 33 16 48 6 24 19 50 6 24 19 50 6 26 60 48 61 26 60 48 61 0 30 19 44 31 30 19 44 31 14 56 54 31 14 56 54 31 32 4 219 105 32 68 42 121 32 16 70 46 32 16 70 46 24 16 70 6 24 16 70 6 26 19 70 6 26 19 70 6 0 28 16 70 13 28 16 70 13 10 4 50 13 10 4 50 13 30 56 48 6 30 56 48 6 32 19 187 58 32 41 12 105 32 16 48 6 32 16 48 6 33 34 50 6 33 34 50 6 24 16 70 6 24 16 70 6 26 34 54 113 26 34 54 113 0 37 41 22 13 14 21 205 119 14 62 43 31 14 62 43 31 14 66 73 13 14 66 73 13 32 34 12 121 18 52 44 13 18 52 44 13 26 4 45 6 26 4 45 6 0 28 16 45 13 28 16 45 13 10 34 73 13 10 34 73 13 30 19 45 6 30 19 45 6 32 19 189 154 32 34 42 121 32 60 73 46 32 60 73 46 24 4 43 6 24 4 43 6 26 4 43 61 26 4 43 61 0 32 19 219 101 32 34 73 46 32 4 45 6 32 4 45 6 33 4 73 6 33 4 73 6 24 4 43 6 24 4 43 6 26 4 17 6 26 4 17 6 0 28 4 42 46 28 4 42 46 28 34 43 61 37 16 12 6 37 16 12 6 30 34 63 6 30 34 63 6 32 19 187 23 32 56 12 13 32 16 12 13 32 16 12 13 32 34 12 13 0 37 56 17 6 30 56 42 25
1,0 1 2 142 37 68 40 88 24 69 36 89 0 37 16 85 118 37 16 80 118 37 62 36 118 0 10 34 91 125 10 34 85 101 10 34 36 125 15 16 102 25 18 69 85 31 24 60 91 31 26 141 39 27 26 34 102 31 0 1 16 85 64 24 68 39 27 20 68 135 27 26 66 165 31 0 15 16 165 31 33 34 150 31 18 68 236 31 0 15 4 187 31 33 34 99 31 18 68 85 25 0 37 66 165 31 37 60 99 31 37 60 102 27 33 68 224 25 0 37 60 187 25 37 19 158 25 37 4 100 25 15 78 187 25 15 68 100 6
1,0 1 75 145 18 69 43 31 20 69 43 31 0 7 69 43 31 10 69 51 46 14 69 42 25 15 71 12 25 18 69 42 46 0 10 69 65 46 18 71 12 31 20 71 12 9 0 7 71 65 25 10 71 12 25 11 67 42 31 14 69 51 25 15 78 73 31 33 66 51 27 18 71 42 13 0 18 69 12 112 0 7 67 65 6 10 78 79 6 11 66 65 6 14 78 12 6 15 71 42 6 18 69 65 13 26 68 79 31 0 1 68 35 25 7 60 79 6 10 60 92 9 18 67 40 25 20 78 40 46 0 7 60 35 6 10 60 80 6 11 34 40 31 30 34 80 31 14 67 149 6 15 34 80 6 18 67 35 25 20 67 35 13 0 7 67 40 6 10 67 80 25 11 34 40 25 14 78 35 9
1,0 1 2 155 7 41 57 25 10 2 155 10 41 59 27 37 16 53 64 14 2 155 15 34 57 25 18 2 155 18 41 59 27 24 41 53 108 0 1 2 155 10 2 155 10 34 53 31 37 16 59 27 11 16 57 27 30 41 57 27 14 2 155 14 16 57 27 32 41 57 27 15 41 57 6 18 2 155 18 16 59 27 24 41 59 49 0 1 2 155 7 34 57 25 10 2 155 10 34 70 31 37 41 136 49 14 2 155 15 41 57 6 18 2 155 18 16 70 31 24 41 128 13 0 1 2 155 1 34 70 27 28 41 70 6 29 34 128 9 10 2 155 11 60 45 46 14 2 155 15 41 59 25 18 2 155 18 34 57 77 0 1 2 155 7 41 57 6 10 2 155 10 41 59 31 37 41 53 49 14 2 155 15 34 57 6 18 2 155 18 41 59 31 24 16 53 77 0 1 2 155 10 41 53 31 37 16 59 31 11 41 57 27 30 16 57 27 14 60 57 27 32 41 57 27 15 41 57 25 18 16 59 27 24 16 59 112 0 7 34 57 6 10 41 70 31 37 60 136 49 15 41 128 6 18 16 70 31 24 34 129 6 26 34 83 31 0 1 41 82 31 28 60 82 13 10 41 136 27 37 34 128 27 37 60 136 23 14 16 128 27 14 16 70 27
1,0 1 75 176 29 78 59 9 11 4 54 25 30 60 59 6 32 34 73 6 33 60 59 188 0 29 78 59 9 11 60 54 31 30 60 59 6 32 41 73 25 33 60 59 6 20 60 54 31 26 34 59 6 0 28 34 73 25 29 66 59 13 26 4 189 27 0 1 72 184 27 1 4 187 27 1 16 166 27 1 56 158 27 1 52 99 27 28 21 100 27 28 21 149 27 28 21 91 27 28 19 80 27 28 4 40 27 28 4 92 27 7 19 35 27 7 19 79 27 7 4 65 27 7 4 63 27 7 4 12 27 29 19 42 27 29 19 51 27 29 52 43 27 29 19 73 27 29 21 59 27 29 52 57 27 29 71 65 31 10 19 54 27 10 4 70 27 10 66 128 27 10 52 63 25 37 34 12 25 11 41 42 25 30 74 51 6 32 74 51 31 33 74 59 31 18 21 57 25 24 34 54 25 20 41 70 25 26 78 128 25 0 28 69 82 6 29 74 129 95 14 60 54 31 32 34 59 31 15 16 73 27 33 60 59 64 0 37 90 129 6 30 71 82 6 32 71 128 6 33 66 70 9 20 66 59 31 26 34 54 6 0 28 66 70 6 29 78 59 81 20 41 73 27 26 60 59 31 0 1 34 54 31 28 34 59 31 7 4 73 27 29 60 59 13 30 90 59 25 32 60 73 6 33 66 51 9 20 66 12 31 26 4 42 9 0 28 16 51 9 37 66 59 6 30 34 73 6 32 68 51 6 33 34 42 6 24 66 12 9 26 60 42 9
1,0 1 2 55 1 60 53 46 10 2 55 10 41 51 6 11 60 53 58 14 2 55 18 2 55 0 1 2 55 7 68 42 6 10 2 55 10 34 59 6 11 68 73 6 14 2 55 14 60 53 6 15 68 73 31 33 68 53 13 18 2 55 20 60 51 31 26 60 42 31 0 1 2 55 1 41 59 49 10 2 55 37 4 65 31 11 16 63 31 30 16 5 31 14 2 55 14 34 42 31 32 16 42 31 15 19 42 31 33 16 51 31 18 2 55 18 34 53 31 24 4 51 31 20 4 53 31 26 34 73 31 0 1 2 55 1 34 59 6 7 60 70 6 10 2 55 10 68 47 6 10 21 70 6 11 34 70 31 30 34 59 113 14 2 55 18 2 55 0 1 2 55 1 68 70 6 7 66 47 6 10 2 55 10 34 70 6 11 60 129 31 30 41 59 89 14 2 55 18 2 55 20 34 70 31 26 41 47 31 0 1 2 55 1 60 70 6 7 16 59 31 29 41 73 31 10 2 55 10 16 59 31 37 16 70 31 11 60 82 31 30 60 136 31 14 2 55 14 34 82 31 32 4 136 31 15 60 70 31 33 60 59 31 18 2 55 18 4 70 49 0 1 2 55 28 16 65 31 7 16 63 31 29 34 42 31 10 2 55 10 60 51 31 37 16 42 31 11 4 51 31 30 60 53 31 14 2 55 14 60 73 31 32 41 53 31 15 16 73 31 33 41 59 31 18 34 57 31
1,0 18 16 51 6 20 52 53 6 0 1 21 17 9 7 4 51 6 10 52 17 25 11 133 5 25 14 19 8 6 33 52 86 6 18 21 5 81 0 32 56 17 23 18 21 51 25 20 52 53 6 0 1 62 17 25 29 4 51 6 10 56 17 31 11 72 5 6 14 133 65 6 15 56 86 31 33 56 8 31
1,0 1 2 130 1 60 65 49 7 60 12 13 30 34 92 31 14 68 65 25 15 68 12 9 24 66 51 88 0 30 68 65 31 14 68 12 6 15 66 42 13 26 41 65 31 0 1 60 12 9 7 66 42 23 30 34 79 9 14 68 12 6 15 78 42 9 18 34 12 31 24 68 73 88 0 30 60 65 25 14 60 12 6 15 68 42 6 18 34 12 25 26 41 65 31 0 1 60 12 9 7 68 42 9 10 34 12 31 30 41 79 25 14 60 12 6 15 66 42 9 18 34 12 88 24 68 73 88 0 30 34 65 25 14 68 12 6 15 66 42 9 18 41 12 31 26 41 65 25 0 1 68 12 6 7 66 42 9 10 34 12 25 30 4 79 31 14 60 12 9 15 68 42 6 18 34 12 25 24 68 73 88 0 30 41 65 25 14 68 12 6 15 66 42 9 18 34 12 31 26 34 65 31 0 1 68 12 6 7 66 42 9 10 41 12 25 30 4 79 31 14 60 42 9 15 68 73 9 18 34 42 25 24 68 79 89
1,0 1 75 110 33 4 45 31 24 16 45 31 26 34 45 9 0 29 19 53 6 37 56 17 6 30 52 53 9 32 52 45 9 33 60 44 6 24 16 45 125 0 37 72 17 6 30 41 45 27 33 4 45 31 24 56 57 31 26 56 45 31 0 28 19 53 25 29 21 5 6 37 4 17 101 0 33 60 45 31 24 34 45 31 26 68 45 13 0 29 16 53 6 37 19 17 6 30 19 53 25 32 21 45 6 33 78 17 6 24 16 5 139 0 37 21 8 25 11 56 22 31 30 16 63 31 32 19 17 6 33 52 5 9 24 21 63 9 26 52 22 9 0 28 52 8 9 29 52 86 9 37 16 8 208
1,0 1 2 203 28 34 79 6 29 34 12 49 15 16 92 31 15 16 79 27 33 34 63 23 26 34 63 6 0 28 34 79 6 29 34 12 46 30 66 54 46 33 66 57 46 26 68 59 6 0 28 34 73 9 29 60 59 58 26 68 73 6 0 28 60 59 6 29 68 51 101 33 66 42 77 0 28 60 51 6 29 60 73 118 0 28 34 59 6 29 60 73 6 37 34 51 81 26 34 73 6 0 28 60 59 6 29 60 54 77 32 34 59 6 33 60 54 97 0 30 68 51 6 32 66 54 6 33 68 57 77 0 28 16 59 9 29 16 57 97 26 60 59 25 0 28 60 51 25 29 60 42 77 32 34 51 6 33 34 73 139 0 37 60 42 25 30 34 42 9 32 34 65 25 33 34 12 174 0 32 34 59 31 15 34 73 31 15 41 51 58
1,0 1 75 145 32 16 92 27 32 66 79 27 24 41 92 64 24 41 65 64 0 30 4 92 64 32 4 79 9 33 41 65 27 24 78 12 23 0 29 78 65 31 10 16 79 27 37 74 65 113 0 30 41 80 31 14 19 79 25 32 52 40 31 15 52 80 31 33 16 40 13 20 34 80 27 26 34 40 13 0 7 52 80 27 29 60 40 23 11 21 80 31 30 60 40 25 32 16 80 31 15 52 149 113 0 37 52 100 31 11 21 149 31 30 21 80 31 32 19 40 27 33 67 92 6 24 4 40 64 0 7 52 80 27 29 71 40 81 33 16 92 6 24 19 12 25 20 60 42 27 26 69 51 46 0 7 19 12 31 29 71 42 88 33 71 42 31 18 19 12 31 24 52 65 25 20 68 79 27 26 66 65 6 0 7 60 12 31 29 41 65 97 20 21 79 31 26 41 65 27 0 7 4 79 27 29 19 65 31 11 21 79 27 30 34 65 27 15 21 79 31 33 67 65 31 24 66 73 31 20 19 42 31 26 71 73 31 0 28 71 73 27 29 68 73 31 37 4 73 31 30 4 73 31 32 19 73 27 33 78 73 27 24 67 73 27 26 71 59 13 0 29 71 59 61 33 67 51 6 24 16 42 31 20 21 12 31 26 67 42 9 0 7 19 12 31 29 16 42 31 10 16 12 31 37 19 65 31 11 41 79 31 30 60 65 25 14 4 42 25 32 41 65 77 0 28 41 65 31 7 19 79 31 29 41 92 6 37 52 149 6 30 4 80 31 32 78 40 27 33 74 92 25 24 60 40 49 0 29 60 40 31 10 21 80 31 37 19 149 25 11 34 100 31 30 67 149 9 32 41 65 9 33 34 12 25 24 66 42 27 26 74 51 9 0 7 78 73 31 29 19 51 27 37 34 51 77 24 41 51 25 26 16 54 31 0 28 66 57 31 29 66 73 27 37 71 59 101 24 78 17 27 24 71 51 124
1,0 1 2 87 1 71 42 31 1 71 70 31 28 71 63 27 28 71 57 27 7 71 65 31 7 71 59 31 29 71 79 27 29 71 73 27 10 71 65 46 10 71 59 46 14 69 51 25 14 69 128 25 15 69 42 13 15 69 70 13 24 69 42 27 24 69 70 27 20 69 42 25 20 69 70 25 0 1 71 51 27 1 71 128 27 28 71 43 27 28 71 48 27 7 69 73 9 7 69 82 9 37 71 42 27 37 71 70 27 11 71 12 46 11 71 54 46 15 69 43 13 15 69 48 13 24 71 42 31 24 71 70 31 20 69 43 27 20 69 48 27 26 67 73 27 26 67 82 27 0 1 69 43 6 1 69 48 6 7 71 12 108 7 71 54 108 0 11 71 12 27 30 71 42 27 14 74 17 27 32 71 43 27 15 71 73 46 0 1 67 63 31 28 71 42 27 7 71 12 31 29 71 63 31 10 71 12 31 37 71 42 31 11 78 51 31 30 67 42 31 14 71 51 31 32 71 53 31 15 71 73 31 33 69 53 27 18 78 73 27 24 71 59 27 20 69 57 31 26 71 59 31 0 1 71 57 31 28 71 70 31 28 78 82 58
1,0 1 2 55 1 78 86 108 10 78 65 6 11 66 63 6 14 78 86 112 20 78 65 6 0 1 78 63 6 7 34 65 6 10 78 86 6 11 19 92 6 14 16 40 101 26 34 65 27 0 1 78 65 23 10 78 65 6 11 41 63 6 14 78 86 49 20 78 65 6 0 1 60 63 6 7 66 65 31 10 78 86 31 37 19 92 31 11 34 40 6 14 60 92 89 20 66 92 31 0 1 78 65 64 10 60 42 6 11 60 51 6 14 78 53 49 20 66 59 31 0 1 41 59 6 7 78 53 25 10 34 59 6 11 66 57 6 14 78 47 64 20 60 70 25 0 1 16 57 46 10 78 57 27 11 41 59 6 14 60 57 49 20 78 57 6 0 1 66 53 23 10 78 51 23 14 4 42 108 15 60 65 31 33 4 63 31 18 78 86 6 20 16 92 6
1,0 1 75 76 10 16 17 6 11 16 43 6 14 16 17 6 15 41 12 6 18 19 22 6 20 34 12 77 0 10 41 17 6 11 16 43 6 14 16 17 6 15 34 12 6 18 34 22 61 0 10 41 22 6 10 41 17 6 11 4 12 6 11 4 43 6 14 16 22 6 14 16 17 6 15 60 8 6 15 60 12 6 18 41 79 6 18 41 22 6 20 16 35 77 20 16 8 77 0 10 34 8 6 11 60 8 46 15 34 45 46 20 78 73 77 0 10 41 79 6 10 41 17 6 11 41 79 6 11 41 17 6 14 34 22 6 14 34 43 6 15 34 8 6 15 34 17 6 18 60 79 6 18 60 12 6 20 60 36 77 20 60 8 77 0 10 41 8 6 11 34 35 6 11 68 5 6 14 41 36 6 14 68 12 6 15 34 38 6 15 34 22 6 18 16 36 6 18 41 12 6 20 41 38 6 20 41 22 6 0 1 34 80 46 1 34 8 46 10 60 35 46 14 16 80 77 14 60 8 77 20 34 35 81 20 68 5 81 0 14 34 17 6 15 60 12 6 18 34 8 6
1,0 1 75 130 1 16 43 31 28 16 53 6 29 34 57 77 32 34 57 31 15 16 44 31 33 34 57 31 18 60 44 31 20 60 45 31 0 1 41 53 25 29 41 44 77 32 16 53 31 15 41 45 31 33 16 44 31 24 66 45 31 26 34 53 31 0 28 41 44 25 29 60 45 112 32 16 43 31 15 16 53 31 33 41 45 31 24 60 53 31 26 68 43 25 0 28 16 53 31 29 34 17 64 29 19 53 112 32 4 17 27 15 41 43 31 33 16 53 25 24 68 43 31 26 60 17 25 0 28 16 53 6 29 56 53 64 29 16 57 49 32 16 45 27 15 41 44 31 33 34 57 31 24 34 44 31 26 34 45 31 0 28 16 44 31 29 4 53 49 29 4 44 112 32 16 53 31 15 21 45 25 33 41 44 31 24 41 45 31 26 34 53 31 0 28 41 44 31 29 34 45 223
1,0 1 75 76 1 41 57 9 10 41 44 9 11 16 57 25 14 4 47 31 15 4 45 27 18 4 44 31 20 56 44 27 26 141 45 31 0 1 21 44 31 28 72 45 31 7 4 44 27 10 4 44 31 37 16 59 31 11 21 44 31 30 16 59 31 14 19 44 27 15 21 44 31 18 19 44 27 20 4 44 6 0 1 16 47 27 7 56 53 27 10 4 45 31 11 4 45 31 30 41 73 31 14 56 45 31 32 41 73 31 15 19 45 27 18 4 45 31 24 16 73 27 20 62 45 31 20 72 45 31 26 19 53 31 0 1 19 45 49 11 56 53 31 11 4 45 31 14 16 44 31 15 16 43 31 18 16 53 49 0 7 4 45 46 11 62 53 31 30 21 45 31 14 4 44 112
1,0 1 2 84 1 66 53 9 29 66 53 27 10 66 51 31 10 78 53 31 11 68 59 9 32 66 5 31 15 68 51 31 33 78 53 31 18 68 43 13 26 60 43 27 0 1 68 51 27 1 68 43 9 29 60 43 27 10 66 51 27 10 68 43 27 37 68 59 25 32 78 51 31 15 68 59 31 33 68 57 27 18 68 47 25 20 78 47 25 0 1 67 47 27 28 16 47 31 7 60 57 31 7 68 51 31 29 34 59 25 37 68 73 9 14 68 53 13 18 78 47 46 0 28 66 59 27 7 68 51 27 7 34 59 27 29 78 136 31 10 78 128 46 14 66 59 6 15 66 57 31 33 60 59 31 18 68 47 64 0 28 66 47 31 7 60 57 31 29 60 59 25
1,0 1 2 143 32 72 73 13 18 52 12 23 0 28 71 12 6 29 71 17 6 37 78 43 81 0 1 60 43 31 28 68 17 6 29 68 43 6 37 78 17 81 0 28 78 22 23 37 66 8 108 26 68 35 6 0 28 66 8 6 29 68 22 25 37 66 12 89 0 28 66 12 6 29 66 45 6 37 66 43 101 26 71 45 13 0 29 74 44 25 37 74 54 88 33 90 44 49 0 28 90 45 23 37 68 43 113 26 68 17 6 0 28 68 43 6 29 68 45 25 37 34 44 112 32 68 54 6 33 69 50 112 0 28 68 17 46
1,0 1 2 144 10 60 35 31 37 16 8 31 11 16 8 77 11 41 5 77 24 16 8 27 20 4 8 25 0 1 16 5 27 28 16 5 13 10 60 17 6 11 41 5 77 24 4 5 112 0 11 4 8 13 11 4 43 61 15 16 8 31 33 4 86 31 18 4 86 27 24 34 35 31 20 41 36 25 20 4 45 6 0 1 4 36 31 1 4 53 6 28 4 38 6 7 4 45 6 10 4 36 31 10 4 47 6 37 4 35 31 11 41 36 77 11 4 54 61 18 4 80 31 24 4 39 31 20 16 149 6 0 1 16 80 31 1 4 44 6 28 4 36 31 7 21 86 31 7 4 54 6 29 4 65 31 10 4 12 31 10 4 43 6 37 4 35 31 11 16 5 49 11 4 47 6 14 4 54 6 15 4 47 77 18 41 5 31 24 4 17 31 20 41 5 46 0 1 4 44 6 7 41 12 31 7 4 54 6 29 16 5 31 10 41 17 31 10 4 47 6 37 16 5 31 11 41 43 46 11 4 48 61 15 34 17 6 18 41 5 6 20 16 22 61 20 4 17 46 0 7 4 5 46 14 19 22 25 14 19 5 25 15 4 22 13 15 4 5 13 15 19 44 64 18 16 86 6 20 4 8 6 20 4 47 46 0 1 19 86 6 7 16 35 6 7 4 50 46 29 16 36 9
1,0 1 2 156 1 4 63 31 1 4 57 31 28 19 5 27 28 19 47 27 7 34 42 77 7 34 70 77 14 60 51 6 14 60 128 6 15 34 53 6 15 34 136 6 18 60 42 9 18 60 70 9 20 60 51 6 20 60 128 6 0 1 34 42 6 1 34 70 6 7 34 51 77 7 34 128 77 14 41 53 9 14 41 136 9 15 66 51 61 15 66 128 61 0 7 68 42 108 7 68 70 108 14 60 51 6 14 60 128 6 15 68 42 46 15 68 70 46 20 41 63 46 20 41 57 46 0 7 41 5 77 7 41 47 77 14 41 65 6 14 41 59 6 15 41 86 46 15 41 53 46 20 41 63 46 0 7 34 51 108 14 60 53 6 15 34 57 13 24 34 57 13 0 1 41 59 6 7 41 53 46 11 34 51 6 14 41 53 9 15 60 42 77 26 34 63 9 0 7 60 51 77 30 34 53 9 32 34 5 6 33 41 63 6 24 41 65 6 0 1 41 86 6 28 34 63 95
1,0 1 75 111 28 71 53 23 37 71 63 31 30 78 53 112 26 69 53 25 0 28 71 51 31 29 69 63 31 37 71 42 31 30 69 51 112 0 28 71 51 9 37 71 65 31 30 69 51 9 33 71 65 6 26 69 73 31 0 28 67 53 27 29 78 42 31 37 71 51 31 30 71 53 77 0 28 71 53 23 37 71 63 31 30 78 53 112 26 69 53 25 0 28 71 51 31 29 69 63 31 37 71 42 31 30 69 51 112 0 28 71 51 9 37 67 5 25 30 67 51 31 32 67 42 6 24 69 5 6 0 1 71 63 23
1,0 1 2 140 7 41 22 27 10 41 22 31 37 41 12 27 11 34 42 108 20 16 43 6 0 1 41 73 31 28 60 44 31 7 19 73 25 10 41 43 6 11 4 22 6 11 34 42 23 14 41 42 25 15 16 73 6 18 41 43 25 20 41 42 31 26 21 12 27 0 1 41 22 6 7 4 79 58 7 16 22 25 10 16 22 31 37 41 12 27 11 34 42 77 20 16 79 25 0 1 41 22 27 28 4 22 31 7 16 79 6 7 41 42 6 10 16 35 58 10 16 12 6 11 41 43 6 14 41 42 6 15 16 12 88 0 7 41 43 23 11 41 43 25 14 41 42 6 15 41 12 108 0 7 41 43 25 10 16 43 31 37 16 73 27 11 34 22 25 14 41 42 25 15 16 12 13 18 41 43 31 24 34 42 31 20 41 12 25 0 1 16 22 6 7 16 79 46 7 16 12 6 10 16 42 6 11 16 12 6 14 16 22 6 15 16 79 6 18 16 35 6 20 34 42 6 0 1 41 12 6 7 16 22 61 7 41 43 9 10 41 42 6 11 16 12 6 14 41 42 31 32 4 12 31
1,0 1 2 104 30 16 92 27 30 41 8 25 32 34 65 25 15 60 63 23 26 66 86 25 0 28 66 92 25 7 41 38 31 29 60 91 49 18 52 92 27 24 66 65 25 20 21 92 27 26 21 65 27 26 41 92 31 0 28 60 92 9 11 19 51 27 30 60 42 27 30 67 5 46 20 16 92 31 26 66 65 31 0 1 78 63 13 29 60 92 46 32 60 51 27 15 16 53 27 15 66 51 64 26 34 65 27 26 66 63 13 0 11 60 92 27 11 16 86 27 30 60 92 112 18 60 63 31 20 16 92 31 26 41 40 61 0 15 16 63 27 33 16 5 27 33 41 63 61 0 30 41 92 88 30 41 8 89 26 16 92 23 26 41 65 23 0 29 41 8 46 29 41 63 46
1,0 1 2 203 1 21 35 23 1 16 65 46 10 2 203 37 21 79 9 37 21 40 9 14 2 203 32 60 79 31 15 60 79 27 18 2 203 18 66 35 27 24 60 79 9 0 1 2 203 1 66 22 49 10 2 203 14 2 203 32 41 12 31 15 34 12 31 33 41 22 31 18 2 203 24 60 12 9 26 41 79 13 0 1 2 203 7 66 22 27 10 2 203 10 60 12 27 37 66 42 6 14 2 203 14 60 42 27 32 66 42 9 18 2 203 18 34 42 27 24 60 12 6 26 41 12 31 0 1 2 203 28 41 12 6 10 2 203 10 60 22 27 37 41 12 6 30 41 79 6 14 2 203 15 41 79 31 33 60 35 27 18 2 203 24 60 79 13 0 1 2 203 7 16 22 31 10 2 203 10 60 12 27 37 21 42 6 14 2 203 14 60 42 31 32 60 42 9 33 19 12 31 18 2 203 24 16 12 9 0 1 2 203 1 66 12 25 28 60 12 6 10 2 203 10 60 43 31 37 60 73 9 14 2 203 14 16 42 6 15 60 42 31 18 2 203 18 41 12 27 24 60 42 13 0 1 2 203 28 66 42 31 7 41 12 27 10 2 203 10 41 22 31 37 60 42 6 30 34 12 112 14 2 203 18 2 203 0 1 2 203 28 66 22 27 7 66 22 27 10 2 203 10 34 79 27 37 16 12 9 30 34 22 46 14 2 203 18 2 203 20 52 39 25 26 34 80 25 0 1 2 203 28 52 38 27 28 19 40 25 7 16 36 31 29 60 35 25 10 2 203
